date,E1VFVN30
2014-10-07 07:00:00,-0.009615384615384581
2014-10-08 07:00:00,0.0
2014-10-09 07:00:00,-0.009708737864077777
2014-10-10 07:00:00,-0.02941176470588225
2014-10-13 07:00:00,0.0
2014-10-14 07:00:00,0.0
2014-10-15 07:00:00,0.0
2014-10-16 07:00:00,-0.030303030303030387
2014-10-17 07:00:00,0.01041666666666674
2014-10-20 07:00:00,0.01030927835051565
2014-10-21 07:00:00,0.010204081632652962
2014-10-22 07:00:00,-0.010101010101010055
2014-10-23 07:00:00,0.0
2014-10-24 07:00:00,-0.010204081632653184
2014-10-27 07:00:00,-0.010309278350515427
2014-10-28 07:00:00,-0.01041666666666663
2014-10-29 07:00:00,0.03157894736842115
2014-10-30 07:00:00,-0.010204081632653184
2014-10-31 07:00:00,0.020618556701031077
2014-11-03 07:00:00,0.02020202020202011
2014-11-04 07:00:00,0.0
2014-11-05 07:00:00,-0.00990099009900991
2014-11-06 07:00:00,-0.019999999999999907
2014-11-07 07:00:00,0.0
2014-11-10 07:00:00,0.010204081632652962
2014-11-11 07:00:00,0.010101010101010166
2014-11-12 07:00:00,-0.010000000000000009
2014-11-13 07:00:00,0.010101010101010166
2014-11-14 07:00:00,-0.010000000000000009
2014-11-17 07:00:00,0.0
2014-11-18 07:00:00,0.0
2014-11-19 07:00:00,-0.010101010101010055
2014-11-20 07:00:00,0.010204081632652962
2014-11-21 07:00:00,-0.030303030303030387
2014-11-24 07:00:00,-0.01041666666666663
2014-11-25 07:00:00,0.021052631578947212
2014-11-26 07:00:00,-0.020618556701030855
2014-11-27 07:00:00,0.0
2014-11-28 07:00:00,0.0
2014-12-01 07:00:00,0.021052631578947212
2014-12-02 07:00:00,-0.020618556701030855
2014-12-03 07:00:00,0.010526315789473717
2014-12-04 07:00:00,0.01041666666666674
2014-12-05 07:00:00,0.0
2014-12-08 07:00:00,-0.010309278350515427
2014-12-09 07:00:00,-0.02083333333333326
2014-12-10 07:00:00,0.010638297872340496
2014-12-11 07:00:00,0.0
2014-12-12 07:00:00,0.0
2014-12-15 07:00:00,0.0
2014-12-16 07:00:00,-0.021052631578947323
2014-12-17 07:00:00,-0.043010752688172116
2014-12-18 07:00:00,0.011235955056179803
2014-12-19 07:00:00,0.0
2014-12-22 07:00:00,0.022222222222222143
2014-12-23 07:00:00,-0.010869565217391242
2014-12-24 07:00:00,0.0
2014-12-25 07:00:00,0.0
2014-12-26 07:00:00,0.01098901098901095
2014-12-29 07:00:00,0.0
2014-12-30 07:00:00,0.010869565217391353
2014-12-31 07:00:00,0.010752688172043001
2015-01-05 07:00:00,0.0
2015-01-06 07:00:00,0.0
2015-01-07 07:00:00,0.0
2015-01-08 07:00:00,-0.010638297872340385
2015-01-09 07:00:00,0.021505376344086002
2015-01-12 07:00:00,0.010526315789473717
2015-01-13 07:00:00,0.0
2015-01-14 07:00:00,0.0
2015-01-15 07:00:00,-0.01041666666666663
2015-01-16 07:00:00,0.0
2015-01-19 07:00:00,0.0
2015-01-20 07:00:00,-0.010526315789473606
2015-01-21 07:00:00,0.0
2015-01-22 07:00:00,0.0
2015-01-23 07:00:00,0.010638297872340496
2015-01-26 07:00:00,0.0
2015-01-27 07:00:00,0.0
2015-01-28 07:00:00,0.0
2015-01-29 07:00:00,0.0
2015-01-30 07:00:00,0.0
2015-02-02 07:00:00,-0.021052631578947323
2015-02-03 07:00:00,0.0
