date,vol_ewma
2014-10-10,0.08876844150200983
2014-10-17,0.22572103341091343
2014-10-24,0.20852891260736955
2014-10-31,0.2567535094901127
2014-11-07,0.2608587094260544
2014-11-14,0.21072862559328792
2014-11-21,0.17572148429088244
2014-11-28,0.24253130999731407
2014-12-05,0.24399334984536286
2014-12-12,0.2155859096427598
2014-12-19,0.2949221281177342
2014-12-26,0.24745361814594985
2015-01-02,0.21899453475096067
2015-01-09,0.17338671062845992
2015-01-16,0.17419549284525618
2015-01-23,0.1339382122621441
2015-01-30,0.10504536827126282
2015-02-06,0.13277472970649384
2015-02-13,0.15263513841492024
2015-02-20,
2015-02-27,0.15128102898455634
2015-03-06,0.11680791780266815
2015-03-13,0.12298696320229202
2015-03-20,0.11111943705790432
2015-03-27,0.12024996235027743
2015-04-03,0.2885631972980501
2015-04-10,0.2377561479224087
2015-04-17,0.20084800892670432
2015-04-24,0.16911778075820302
2015-05-01,0.1574446956691312
2015-05-08,0.15091373742985636
2015-05-15,0.18591655827038053
2015-05-22,0.17687612691718513
2015-05-29,0.20935554243776835
2015-06-05,0.16104297871554923
2015-06-12,0.18764112587576579
2015-06-19,0.15558889848937377
2015-06-26,0.12559527846078905
2015-07-03,0.13812356277007568
2015-07-10,0.18196072111918343
2015-07-17,0.15268371523013147
2015-07-24,0.1311907721611576
2015-07-31,0.10844274220323809
2015-08-07,0.13334020270092767
2015-08-14,0.18326397278868733
2015-08-21,0.16013848952210852
2015-08-28,0.317287234401859
2015-09-04,0.48867378494186897
2015-09-11,0.3647818028027634
2015-09-18,0.2950169448751001
2015-09-25,0.22768771029464527
2015-10-02,0.2790527667866215
2015-10-09,0.2314170951990278
2015-10-16,0.19216182624249453
2015-10-23,0.16722299748039035
2015-10-30,0.14779190148201374
2015-11-06,0.15475610003135162
2015-11-13,0.13707044230652013
2015-11-20,0.14170777936264187
2015-11-27,0.18843582242026466
2015-12-04,0.2079054610034723
2015-12-11,0.15211619437200993
2015-12-18,0.16417790918898842
2015-12-25,0.13586309308465314
2016-01-01,0.1688795302113489
2016-01-08,0.17077115068422596
2016-01-15,0.17037303100048043
2016-01-22,0.21258915016861454
2016-01-29,0.23992834344454347
2016-02-05,0.23207858882437554
2016-02-12,
