date,vol_garch
2014-10-10,0.20157716905541748
2014-10-17,0.20283718654881905
2014-10-24,0.21775032600408006
2014-10-31,0.2611611337103704
2014-11-07,0.22954989594869757
2014-11-14,0.20347500998733914
2014-11-21,0.17526521744804602
2014-11-28,0.26590664757322807
2014-12-05,0.24091724911521786
2014-12-12,0.22242153639829923
2014-12-19,0.333868854015193
2014-12-26,0.24559818842625192
2015-01-02,0.19987955244013927
2015-01-09,0.1593653609597555
2015-01-16,0.17169291300323772
2015-01-23,0.15770810436108157
2015-01-30,0.13904381235716187
2015-02-06,0.1650792682814958
2015-02-13,0.1737566968213056
2015-02-20,
2015-02-27,0.16639502937750442
2015-03-06,0.15173114344541436
2015-03-13,0.1627389265762531
2015-03-20,0.1457628238583617
2015-03-27,0.17252172751488845
2015-04-03,0.31881356699943547
2015-04-10,0.2337920306460803
2015-04-17,0.19288635733018109
2015-04-24,0.17876834321415142
2015-05-01,0.16819203254430534
2015-05-08,0.16234934506222545
2015-05-15,0.20127284520974797
2015-05-22,0.19523307330556147
2015-05-29,0.21900517757904017
2015-06-05,0.1735548360671684
2015-06-12,0.16264823164011993
2015-06-19,0.17875427500344135
2015-06-26,0.15411023328149703
2015-07-03,0.1682872513824324
2015-07-10,0.21264611214059095
2015-07-17,0.17450123196793216
2015-07-24,0.158335324848699
2015-07-31,0.14741761548771792
2015-08-07,0.17280266945630424
2015-08-14,0.17839013739275955
2015-08-21,0.21236807079042366
2015-08-28,0.3077500838709574
2015-09-04,0.4793948687724363
2015-09-11,0.3177369860904842
2015-09-18,0.24642291832639465
2015-09-25,0.18446256722559393
2015-10-02,0.2517507955274594
2015-10-09,0.1982638740492218
2015-10-16,0.19648359839005686
2015-10-23,0.1802480344165628
2015-10-30,0.1588902600531411
2015-11-06,0.18193650125997335
2015-11-13,0.15741116067641664
2015-11-20,0.16288435563714512
2015-11-27,0.22025568482336452
2015-12-04,0.22061269668676384
2015-12-11,0.1697914958025635
2015-12-18,0.18418753499663743
2015-12-25,0.16948410941310832
2016-01-01,0.19416273089947705
2016-01-08,0.19746829124671575
2016-01-15,0.18322572369608545
2016-01-22,0.23742257354000126
2016-01-29,0.2499412920920045
2016-02-05,0.2331504804840097
2016-02-12,
2016-02-19,0.1912093708962954
2016-02-26,0.1649558474579306
2016-03-04,0.13562061212898588
2016-03-11,0.13993640999099535
2016-03-18,0.1950467855714388
2016-03-25,0.14741373084415527
2016-04-01,0.16264546053479634
2016-04-08,0.20245203704488549
2016-04-15,0.15614317995210472
2016-04-22,0.18602731214204593
2016-04-29,0.16078525958787046
2016-05-06,0.16069133217407494
2016-05-13,0.15921918702887453
2016-05-20,0.16696924965825355
2016-05-27,0.19820163103866478
2016-06-03,0.17488621796993012
2016-06-10,0.1547234415122246
2016-06-17,0.1575557168199375
2016-06-24,0.14773667234447382
2016-07-01,0.16766947724431486
2016-07-08,0.1778162972177347
2016-07-15,0.18327751884743135
2016-07-22,0.18115425249855524
2016-07-29,0.21066363591480974
2016-08-05,0.18895469495766154
2016-08-12,0.18577611917908898
2016-08-19,0.18920516539645446
2016-08-26,0.14504887071672995
2016-09-02,0.14021499550919533
2016-09-09,0.15324384794270635
2016-09-16,0.1488863378140946
2016-09-23,0.15891371363912019
2016-09-30,0.1933150242701101
2016-10-07,0.16087260253990535
2016-10-14,0.16309402866870384
2016-10-21,0.1462560553933324
2016-10-28,0.1412024470938093
2016-11-04,0.15019893685931535
2016-11-11,0.16786134755804538
2016-11-18,0.19625875684574332
2016-11-25,0.17203280298413243
2016-12-02,0.18082431088828746
2016-12-09,0.17969894160483713
2016-12-16,0.16306340013414966
2016-12-23,0.1469735070504838
2016-12-30,0.13373272873142522
2017-01-06,0.1306784788148031
2017-01-13,0.12861238057550567
2017-01-20,0.13385315836286846
2017-01-27,0.13112129163275726
2017-02-03,0.12808894059390888
2017-02-10,0.13011666206301145
2017-02-17,0.12963093515373583
2017-02-24,0.14385545572665653
2017-03-03,0.13835148368933267
2017-03-10,0.12892204577850128
2017-03-17,0.12684499739684013
2017-03-24,0.13090853910535136
2017-03-31,0.14285056747086153
2017-04-07,0.1309299218641234
2017-04-14,0.13474835107776179
2017-04-21,0.1752927528375434
2017-04-28,0.1510226538372589
2017-05-05,0.14975917370954125
2017-05-12,0.1431614870657934
2017-05-19,0.13350658072217003
2017-05-26,0.1594702802945707
2017-06-02,0.18530972240853638
2017-06-09,0.1812206249898733
2017-06-16,0.15459594019908676
2017-06-23,0.14664021772321523
2017-06-30,0.14171038636421068
2017-07-07,0.41918799494799003
2017-07-14,0.3566361046234223
2017-07-21,0.268852498883336
2017-07-28,0.19443719409617805
2017-08-04,0.15875414264226007
2017-08-11,0.1600855734698196
2017-08-18,0.14177791931276373
2017-08-25,0.1341281195218953
2017-09-01,0.1449181104724201
2017-09-08,0.14230667869467384
2017-09-15,0.12895718049367835
2017-09-22,0.14569775139652436
2017-09-29,0.13537445299651718
2017-10-06,0.1496354572931141
2017-10-13,0.1336779322460757
2017-10-20,0.12660959805448507
2017-10-27,0.1428009158594954
2017-11-03,0.14983122314648448
2017-11-10,0.15812306550511165
2017-11-17,0.17531534816642047
2017-11-24,0.18354680987584515
2017-12-01,0.15261179765988367
2017-12-08,0.2475292960696196
2017-12-15,0.1895896203718787
2017-12-22,0.17576921369857046
2017-12-29,0.14699880533477938
2018-01-05,0.17983651415180232
2018-01-12,0.17128724712718452
2018-01-19,0.19556166374938913
2018-01-26,0.19791496994085966
2018-02-02,0.18669220143140935
2018-02-09,0.391150680598474
