date,vol_rolling
2014-10-10,
2014-10-17,
2014-10-24,
2014-10-31,
2014-11-07,0.2545506588179888
2014-11-14,0.21514530222065567
2014-11-21,0.21418450136338021
2014-11-28,0.22810250518346556
2014-12-05,0.2213334624779025
2014-12-12,0.22511392053542373
2014-12-19,0.27326636483908584
2014-12-26,0.2494094218603316
2015-01-02,0.23389342969929106
2015-01-09,0.21876359084667993
2015-01-16,0.22184900974524904
2015-01-23,0.12645394951489392
2015-01-30,0.12137345661712094
2015-02-06,0.1391326209327909
2015-02-13,0.12852168702932348
2015-02-20,
2015-02-27,0.13942286594663728
2015-03-06,0.13931609412095342
2015-03-13,0.13259801679558275
2015-03-20,0.12112483276742424
2015-03-27,0.11240356101564877
2015-04-03,0.21660838511265315
2015-04-10,0.22373746972148592
2015-04-17,0.2351919104019374
2015-04-24,0.23540049921266282
2015-05-01,0.23160502150328252
2015-05-08,0.15060663127421142
2015-05-15,0.1603022348387722
2015-05-22,0.161524964806107
2015-05-29,0.20878068567491828
2015-06-05,0.20069324571541813
2015-06-12,0.19416571473307148
2015-06-19,0.17821386221882005
2015-06-26,0.1298656525561036
2015-07-03,0.1394304741742818
2015-07-10,0.15449616123813448
2015-07-17,0.15341854377849845
2015-07-24,0.1595359250588119
2015-07-31,0.14775562014678334
2015-08-07,0.12431806799009357
2015-08-14,0.1517918146642603
2015-08-21,0.16284759230099355
2015-08-28,0.25159702699945063
2015-09-04,0.3937824829023744
2015-09-11,0.3951943490156838
2015-09-18,0.39620557961470304
2015-09-25,0.3527889487557289
2015-10-02,0.20735740539669525
2015-10-09,0.2091642643717304
2015-10-16,0.19286654131956105
2015-10-23,0.1945222854240077
2015-10-30,0.14109391078042824
2015-11-06,0.14354175991023294
2015-11-13,0.13929412962145846
2015-11-20,0.13956548698312765
2015-11-27,0.16352007202904983
2015-12-04,0.18386831217916433
2015-12-11,0.18209761159091614
2015-12-18,0.18958515009954435
2015-12-25,0.16209550829522207
2016-01-01,0.14945196751095852
2016-01-08,0.1651167472983482
2016-01-15,0.1676713055178627
2016-01-22,0.20878191731502893
2016-01-29,0.2220403443003373
2016-02-05,0.23463661127481006
2016-02-12,
2016-02-19,0.2276921887148587
2016-02-26,0.1821092311997228
2016-03-04,0.14359000834319588
2016-03-11,0.10285017951832973
2016-03-18,0.12755388970759715
2016-03-25,0.1237150712722809
2016-04-01,0.13483586899187538
2016-04-08,0.15840312016150138
2016-04-15,0.13204362097848152
2016-04-22,0.15840312016150138
2016-04-29,0.15671660255856887
2016-05-06,0.15597958241143978
2016-05-13,0.13707064502842325
2016-05-20,0.14263701835940723
2016-05-27,0.16176580923479486
2016-06-03,0.15206894829877882
2016-06-10,0.14963660287208097
2016-06-17,0.1479255381873417
