date,E1VFVN30
2014-10-10,-0.02941176470588225
2014-10-17,0.01041666666666674
2014-10-24,-0.010204081632653184
2014-10-31,0.020618556701031077
2014-11-07,0.0
2014-11-14,-0.010000000000000009
2014-11-21,-0.030303030303030387
2014-11-28,0.0
2014-12-05,0.0
2014-12-12,0.0
2014-12-19,0.0
2014-12-26,0.01098901098901095
2015-01-02,0.010752688172043001
2015-01-09,0.021505376344086002
2015-01-16,0.0
2015-01-23,0.010638297872340496
2015-01-30,0.0
2015-02-06,0.0
2015-02-13,0.010638297872340496
2015-02-20,
2015-02-27,0.0
2015-03-06,0.01041666666666674
2015-03-13,0.0
2015-03-20,0.0
2015-03-27,0.010869565217391353
2015-04-03,0.0
2015-04-10,0.011111111111111072
2015-04-17,0.010869565217391353
2015-04-24,0.0
2015-05-01,0.0
2015-05-08,-0.011111111111111072
2015-05-15,-0.022471910112359716
2015-05-22,0.03409090909090895
2015-05-29,0.0
2015-06-05,0.011111111111111072
2015-06-12,0.0
2015-06-19,0.010869565217391353
2015-06-26,0.010638297872340496
2015-07-03,0.01030927835051565
2015-07-10,0.010000000000000009
2015-07-17,0.0
2015-07-24,0.0
2015-07-31,0.0
2015-08-07,0.0
2015-08-14,0.0
2015-08-21,-0.021052631578947323
2015-08-28,0.06451612903225801
2015-09-04,0.0
2015-09-11,-0.010752688172043112
2015-09-18,0.010869565217391353
2015-09-25,0.0
2015-10-02,0.0
2015-10-09,0.0
2015-10-16,0.010526315789473717
2015-10-23,0.01030927835051565
2015-10-30,0.0
2015-11-06,0.0
2015-11-13,0.01030927835051565
2015-11-20,0.0
2015-11-27,-0.030927835051546282
2015-12-04,-0.010638297872340385
2015-12-11,-0.010752688172043112
2015-12-18,0.0
2015-12-25,0.010869565217391353
2016-01-01,0.0
2016-01-08,-0.021505376344086113
2016-01-15,-0.01098901098901095
2016-01-22,0.0
2016-01-29,-0.011111111111111072
2016-02-05,0.011235955056179803
2016-02-12,
2016-02-19,0.0
2016-02-26,0.0
2016-03-04,-0.010752688172043112
2016-03-11,0.010869565217391353
2016-03-18,0.0
2016-03-25,0.0
2016-04-01,0.0
