,net_return
2016-04-08,-0.0010171363176130724
2016-04-15,0.013816610763612847
2016-04-22,0.02352894954415278
2016-04-29,0.043743913853827435
2016-05-06,-0.054236053926911526
2016-05-13,0.001399707231054011
2016-05-20,0.03602113918493948
2016-05-27,0.05947786632829063
2016-06-03,0.041218656639631236
2016-06-10,-0.019156061227852725
2016-06-17,0.01825119040395036
2016-06-24,0.07378963975246382
2016-07-01,0.05248106100628934
2016-07-08,-0.04950576119863978
2016-07-15,-0.041684551263883964
2016-07-22,0.010805323194913402
2016-07-29,-0.013554834235509839
2016-08-05,0.04385731249721298
2016-08-12,0.04397849719878406
2016-08-26,0.012774885904033875
2016-09-02,0.0013490811371424437
2016-09-09,-0.025754577802953534
2016-09-16,0.017069785701165047
2016-09-23,0.004941180340123322
2016-09-30,-0.07150534974617638
2016-10-07,0.02222830369655515
2016-10-14,0.00507976437061548
2016-10-21,-0.013748417705678653
2016-10-28,0.002562349138919144
2016-11-04,0.03514519575241028
2016-11-11,-0.012445707834111806
2016-11-18,0.02596788874895621
2016-11-25,0.009193585283382374
2016-12-02,-0.04158565625658593
2016-12-09,0.003322961221074526
2016-12-16,-0.0029059227616738768
2016-12-23,0.007404350690667419
2016-12-30,-0.008871063192644744
2017-01-06,0.012502462396384242
2017-01-13,-0.0065171494832624135
2017-01-20,0.0035601203886462146
2017-01-27,0.006712365165479831
2017-02-03,0.029075395990744112
2017-02-10,0.0044503309537657475
2017-02-17,-0.00801667111466597
2017-02-24,-0.009997923192610133
2017-03-03,0.07287217618162226
2017-03-10,0.002273965835731167
2017-03-17,-0.009712613030282867
2017-03-24,0.004395137966357742
2017-03-31,0.012389482748882403
2017-04-07,-0.03681994054810237
2017-04-14,-0.01584439735345633
2017-04-21,0.047997019132662196
2017-04-28,0.024233160535490746
2017-05-05,0.03125879864942463
2017-05-12,0.03242385884820107
2017-05-19,0.030780652782608633
2017-05-26,-0.02178701606100854
2017-06-02,0.07293148743597322
2017-06-09,0.01788381097423485
2017-06-16,0.006892348272777925
2017-06-23,-0.005761464814547035
2017-06-30,-0.028577913104083155
2017-07-07,-0.0025722634566820004
2017-07-14,-0.018798839672087106
2017-07-21,0.03905167754018625
2017-07-28,-0.005961177359699407
2017-08-04,-0.08381942035574284
2017-08-11,-0.012174674214125866
2017-08-18,0.014265130780805976
2017-08-25,0.008239862243884668
2017-09-01,-0.018436204196816366
2017-09-08,0.02110832302710806
2017-09-15,-0.004489833616950585
2017-09-22,0.009083788330342698
2017-09-29,0.008305443187295012
2017-10-06,0.028106509974059207
2017-10-13,-0.015651945547630986
2017-10-20,0.014495348654076085
2017-10-27,-0.007878994649807994
2017-11-03,0.028455369472019987
2017-11-10,0.031189133809870484
2017-11-17,0.05032117032871269
2017-11-24,0.0196675232260268
2017-12-01,-0.016519871418831992
2017-12-08,-0.005472918143535792
2017-12-15,0.022061104550197833
2017-12-22,0.02711985068515874
2017-12-29,0.04467758410885469
2018-01-05,0.049776201165648744
2018-01-12,0.003004657354019993
2018-01-19,0.0800126152481593
2018-01-26,-0.006918909109776784
2018-02-02,-0.07388040880124684
2018-02-09,0.02958686336544933
2018-02-16,0.008955680010280336
2018-02-23,0.012809520428697617
2018-03-02,0.013674814470361698
2018-03-09,0.00016470444408502727
2018-03-16,0.023686659196995023
2018-03-23,0.047790084295778364
2018-03-30,0.03337500930184063
2018-04-06,-0.04066865010411623
2018-04-13,-0.04634774087278867
2018-04-20,-0.028800458804609463
2018-04-27,-0.03385181139721769
2018-05-04,0.020381982496444413
2018-05-11,-0.006433099817905703
2018-05-18,-0.06505441489451012
2018-05-25,0.024644152807768563
2018-06-01,0.018053648349093405
2018-06-08,-0.01604481489582594
2018-06-15,-0.01160159023642908
2018-06-22,-0.0005207045938326484
2018-06-29,-0.012153356879158837
2018-07-06,-0.009821792160713397
2018-07-13,0.004749531098376498
2018-07-20,0.009888694190123531
2018-07-27,0.01808342520527584
2018-08-03,-0.0182501266137213
2018-08-10,-0.01550519548859061
2018-08-17,0.007310169966440936
2018-08-24,-0.008618899417165985
2018-08-31,-0.031780499419300966
2018-09-07,0.03372002956085246
2018-09-14,-0.00772578286377122
2018-09-21,0.01866360722861938
2018-09-28,-0.016863070649252427
2018-10-05,-0.0034189090077696854
2018-10-12,-0.006534666733786054
2018-10-19,-0.0399658304283656
2018-10-26,0.016876106892342622
2018-11-02,0.0008028721647763745
2018-11-09,-0.004043344347493039
2018-11-16,9.401244015651842e-05
2018-11-23,-0.002020336227892868
2018-11-30,-0.004217938319335735
2018-12-07,0.004851677765593449
2018-12-14,-0.017274913994000742
2018-12-21,0.015619264430081657
2018-12-28,-0.02286417053942257
2019-01-04,-0.001815490652129494
2019-01-11,0.0062796058259427185
2019-01-18,-0.007166377983520796
2019-01-25,0.001032272008727336
2019-02-01,0.0
2019-02-08,0.0
2019-02-22,0.0029870908908838202
2019-03-01,0.0003507371269507384
2019-03-08,0.0055153738767259345
2019-03-15,-0.004193437280076545
2019-03-22,-0.005280112701908607
2019-03-29,-0.003187905818756528
2019-04-05,-0.011060358739052577
2019-04-12,-0.019926303995780704
2019-04-19,0.013440450790106778
2019-04-26,0.006621632632359338
2019-05-03,-0.00620226532739869
2019-05-10,-0.003967871946130641
2019-05-17,0.004566660390107161
2019-05-24,-0.009718929116499362
2019-05-31,0.01628313889934967
2019-06-07,-0.010318976752649586
2019-06-14,0.0011370666313724018
2019-06-21,0.009316074776756895
2019-06-28,0.003968577880828342
2019-07-05,0.0017339908890224368
2019-07-12,0.03103219102377218
2019-07-19,-0.002852953576444889
2019-07-26,0.0029018784711041645
2019-08-02,0.006877306609650052
2019-08-09,0.008795302836053188
2019-08-23,-0.015825306003021924
2019-08-30,-0.00703397063762009
2019-09-06,0.04903846786544641
2019-09-13,0.015961246010283845
2019-09-20,0.010111787955510437
2019-09-27,-0.02770484715499736
2019-10-04,-0.0021922417119897026
2019-10-11,-0.004988986183226057
2019-10-18,0.029348161428223184
2019-10-25,-0.008890108135958023
2019-11-01,0.0030389143645630397
2019-11-08,-0.028472543777644514
2019-11-15,-0.04536996961849018
2019-11-22,-0.002840311259453282
2019-11-29,-0.00880523970890924
2019-12-06,0.03475486021568481
2019-12-13,-0.0034949869131921194
2019-12-20,0.029290509490950807
2019-12-27,0.008733113008364218
2020-01-03,0.037112932551169056
2020-01-10,0.025649389403277486
2020-01-17,0.011986798013993051
2020-01-24,-0.03511255626459224
2020-01-31,0.0034922046084155077
2020-02-07,0.008793347332440714
2020-02-14,0.006926276015094999
2020-02-21,-0.033721510475537765
2020-02-28,-0.0053375495723803745
2020-03-06,-0.14738726022604254
2020-03-13,-0.025795445524087975
2020-03-20,-0.02459636102050929
2020-03-27,-0.010756074716606256
2020-04-03,0.004135266794569705
2020-04-10,0.00559271275397866
2020-04-17,-0.005213703954790235
2020-04-24,-0.00412846236957593
2020-05-01,0.03178040204630802
2020-05-08,0.005411891968698729
2020-05-15,0.043980399320137135
2020-05-22,-0.014473647865559349
2020-05-29,0.018585746164966697
2020-06-05,-0.04048918900493446
2020-06-12,-0.0012210308495113164
2020-06-19,-0.017407716783807925
2020-06-26,-0.007061274478492477
2020-07-03,0.014494710886215104
2020-07-10,-0.0029109142198899553
2020-07-17,-0.015791154298998328
2020-07-24,-0.0017984002281859058
2020-07-31,0.005492803617341078
2020-08-07,-0.007157620987024571
2020-08-14,3.112310681954809e-05
2020-08-21,0.006015483412949771
2020-08-28,0.011309504316301094
2020-09-04,-0.00886726783043115
