,net_return
2016-04-08,-0.0010785691207428516
2016-04-15,-0.0018595348199524212
2016-04-22,0.014307483230356629
2016-04-29,0.03930198088801448
2016-05-06,-0.045273028285599023
2016-05-13,-0.0008566512239424244
2016-05-20,0.023053913828024006
2016-05-27,0.04584839656076062
2016-06-03,0.03239260957207705
2016-06-10,-0.018674112539516802
2016-06-17,0.027158297309899937
2016-06-24,0.06814796035670372
2016-07-01,0.04279230125466299
2016-07-08,-0.045188250764388614
2016-07-15,-0.03423289430131106
2016-07-22,0.015826992285293405
2016-07-29,-0.01637936402529646
2016-08-05,0.0485378590250601
2016-08-12,0.04226279311301514
2016-08-26,0.012627764642345076
2016-09-02,-0.0007833655586170536
2016-09-09,-0.026207081664347803
2016-09-16,0.03157098259493758
2016-09-23,0.009419259467838541
2016-09-30,-0.049512147622653276
2016-10-07,0.009778019474714478
2016-10-14,-0.0009406693249470685
2016-10-21,-0.01589972414038671
2016-10-28,-0.00953001143262992
2016-11-04,0.022908753514843224
2016-11-11,-0.01678002951876589
2016-11-18,0.01716961163434635
2016-11-25,0.001104508763258162
2016-12-02,-0.034913987159190356
2016-12-09,0.017012067443716763
2016-12-16,-0.006956675073546038
2016-12-23,0.010491293304654023
2016-12-30,0.00025553384499823974
2017-01-06,0.011525774821268903
2017-01-13,-0.003809390673873483
2017-01-20,0.005009051019938457
2017-01-27,0.009300686078681548
2017-02-03,0.025443734635078936
2017-02-10,0.00483632936746403
2017-02-17,-0.007632282824733676
2017-02-24,-0.007149225643870682
2017-03-03,0.05556261950674152
2017-03-10,0.003383425150891747
2017-03-17,-0.00849583949973198
2017-03-24,0.002621770355056028
2017-03-31,0.0013332189775130173
2017-04-07,-0.02904153295118292
2017-04-14,-0.013447400460294912
2017-04-21,0.04197538421544968
2017-04-28,0.018362251276757575
2017-05-05,0.026620076969735607
2017-05-12,0.03978261180793283
2017-05-19,0.046765431063299584
2017-05-26,-0.02062201415724403
2017-06-02,0.062191159221964214
2017-06-09,0.016085388360500313
2017-06-16,0.015280895505999802
2017-06-23,-0.002859547840893251
2017-06-30,-0.02275494396599163
2017-07-07,-0.0035358041405717383
2017-07-14,-0.01642769363179492
2017-07-21,0.028957046142991237
2017-07-28,-0.003606486366761353
2017-08-04,-0.07624288132667562
2017-08-11,-0.009710674085328304
2017-08-18,0.0072024144331841004
2017-08-25,0.01796486610271402
2017-09-01,-0.014623422427766335
2017-09-08,0.019683651593342143
2017-09-15,-0.006881630398747209
2017-09-22,0.0023883716131203386
2017-09-29,0.0059449617206279075
2017-10-06,0.029408378580880117
2017-10-13,-0.01372388065856194
2017-10-20,0.011953050935586457
2017-10-27,-0.01074159351672442
2017-11-03,0.027310207206159322
2017-11-10,0.030310300689253545
2017-11-17,0.0511902308753762
2017-11-24,0.02252360155447969
2017-12-01,-0.01924856090116557
2017-12-08,0.0015422093171293162
2017-12-15,0.012604155223507814
2017-12-22,0.030186399923904917
2017-12-29,0.03743459678671348
2018-01-05,0.04795995800744189
2018-01-12,0.015508103691370257
2018-01-19,0.08867796726220102
2018-01-26,-0.007160962613210227
2018-02-02,-0.07730489638256127
2018-02-09,0.029056482610286205
2018-02-16,0.011964078902600745
2018-02-23,0.014674715103070574
2018-03-02,0.004778344425837255
2018-03-09,0.017247950718249604
2018-03-16,0.011317543419771089
2018-03-23,0.027137175992062314
2018-03-30,0.027055389569480025
2018-04-06,-0.04109334809148913
2018-04-13,-0.034963659891100375
2018-04-20,-0.06791473697279445
2018-04-27,-0.03232699193185158
2018-05-04,0.0281976695320725
2018-05-11,-0.005350425319324062
2018-05-18,-0.06199815255302108
2018-05-25,0.020266530301357208
2018-06-01,0.018404026919433963
2018-06-08,-0.016281151680866537
2018-06-15,-0.011141385868074958
2018-06-22,-0.006154720409451087
2018-06-29,-0.0171913851211275
2018-07-06,-0.0060668293820734884
2018-07-13,0.012250143221930809
2018-07-20,0.00506766126601296
2018-07-27,0.015177332944667398
2018-08-03,-0.01380931187518337
2018-08-10,-0.01078903185108532
2018-08-17,0.008078366570900754
2018-08-24,-0.0022787682940526724
2018-08-31,-0.023208611428351483
2018-09-07,0.020243863391003664
2018-09-14,-0.003307593163054023
2018-09-21,0.014618360989922165
