,net_return
2016-04-08,-0.0010171363176130724
2016-04-15,0.013816610763612847
2016-04-22,0.02352894954415278
2016-04-29,0.043743913853827435
2016-05-06,-0.054236053926911526
2016-05-13,0.001399707231054011
2016-05-20,0.03602113918493948
2016-05-27,0.05947786632829063
2016-06-03,0.041218656639631236
2016-06-10,-0.019156061227852725
2016-06-17,0.01825119040395036
2016-06-24,0.07378963975246382
2016-07-01,0.05248106100628934
2016-07-08,-0.04950576119863978
2016-07-15,-0.041684551263883964
2016-07-22,0.010805323194913402
2016-07-29,-0.013554834235509839
2016-08-05,0.04942584527270994
2016-08-12,0.03783111214682496
2016-08-26,0.01479514593974741
2016-09-02,-0.0014285305956014721
2016-09-09,-0.029982808399431023
2016-09-16,0.02759684513021455
2016-09-23,0.009692548513661737
2016-09-30,-0.04659964522515924
2016-10-07,0.012913045064649587
2016-10-14,0.003351854257026471
2016-10-21,-0.016180576543899625
2016-10-28,-0.006171157530108129
2016-11-04,0.024891735041188977
2016-11-11,-0.01663609016418249
2016-11-18,0.021004446293550142
2016-11-25,0.0030003542697129636
2016-12-02,-0.037573937754808974
2016-12-09,0.01913396598368849
2016-12-16,-0.004119822789956173
2016-12-23,0.013232577883004422
2016-12-30,-0.0035354304533491746
2017-01-06,0.01308213936587826
2017-01-13,-0.0033694536444512802
2017-01-20,0.0035982643972076677
2017-01-27,0.008714685655624171
2017-02-03,0.027801706695043588
2017-02-10,0.004389267801787752
2017-02-17,-0.008792162653797245
2017-02-24,-0.0072698159836107855
2017-03-03,0.055936873507557286
2017-03-10,0.0017267208410262106
2017-03-17,-0.007325773902606014
2017-03-24,0.0009920388551623027
2017-03-31,0.007071359544476774
2017-04-07,-0.035485700952866045
2017-04-14,-0.014391760447381708
2017-04-21,0.041099530429618766
2017-04-28,0.019852735110471507
2017-05-05,0.024437239537430825
2017-05-12,0.03785406663143497
2017-05-19,0.03919451745929156
2017-05-26,-0.01932443001060155
2017-06-02,0.06503300307314205
2017-06-09,0.014646334598518928
2017-06-16,0.01418314308129237
2017-06-23,-0.0069456461177741895
2017-06-30,-0.024592462019075317
2017-07-07,-0.00363814359863739
2017-07-14,-0.01623757939130949
2017-07-21,0.02633144401940451
2017-07-28,-0.004211548484745827
2017-08-04,-0.07640997471307481
2017-08-11,-0.00831681017718683
2017-08-18,0.00772095318896834
2017-08-25,0.017465026077914964
2017-09-01,-0.017874638395850632
2017-09-08,0.017536760370461237
2017-09-15,-0.009177314293026876
2017-09-22,0.00019605468361202948
2017-09-29,0.008461521958753594
2017-10-06,0.026717951030347947
2017-10-13,-0.01602377472152242
2017-10-20,0.013027470457778217
2017-10-27,-0.014656632281798105
2017-11-03,0.026613595085699427
2017-11-10,0.025693697805997638
2017-11-17,0.05294467001120958
2017-11-24,0.021183894932432654
2017-12-01,-0.01956282048743486
2017-12-08,-0.0010563864719778742
2017-12-15,0.0062110225272125575
2017-12-22,0.02825329093619729
2017-12-29,0.040777029551443224
2018-01-05,0.050927539289890765
2018-01-12,0.007889825851896225
2018-01-19,0.08733138092953041
2018-01-26,-0.010744810053179843
2018-02-02,-0.07791095958300927
2018-02-09,0.028595313752495022
2018-02-16,0.013053831013696051
2018-02-23,0.01446097964637057
2018-03-02,0.0044079302780024214
2018-03-09,0.02105706095068869
2018-03-16,0.011354582731255914
2018-03-23,0.025230321133542434
2018-03-30,0.025817564620089852
2018-04-06,-0.04068003534385363
2018-04-13,-0.03303282428028763
2018-04-20,-0.06986703660721959
2018-04-27,-0.033484134020434715
2018-05-04,0.030102730532891135
2018-05-11,-0.0048358091431225545
2018-05-18,-0.06179923263413073
2018-05-25,0.018038270871353523
2018-06-01,0.018169801407487453
2018-06-08,-0.017204906275846886
2018-06-15,-0.010680433786537045
2018-06-22,-0.006112206322949158
2018-06-29,-0.01778928735242782
2018-07-06,-0.005921580160954806
2018-07-13,0.012566728441615438
2018-07-20,0.004781304512782191
2018-07-27,0.015019325522684557
2018-08-03,-0.015282403312486854
2018-08-10,-0.009916142875373547
2018-08-17,0.009529646057135731
2018-08-24,-0.0018455339130659595
2018-08-31,-0.023600199450262562
2018-09-07,0.020955234963347596
2018-09-14,-0.006083854465351315
2018-09-21,0.016056354763185503
2018-09-28,-0.012724229557099148
2018-10-05,-0.019817153123368306
2018-10-12,-0.004850526757537775
2018-10-19,-0.029813060599561566
2018-10-26,0.013778878983171728
2018-11-02,-0.0020375281039673354
2018-11-09,-0.0012361064261773678
2018-11-16,0.002643017566102857
2018-11-23,0.0025621805328160246
2018-11-30,-0.001167078607313559
2018-12-07,0.00364274472350941
2018-12-14,-0.01948348761814706
2018-12-21,0.011122370355336378
2018-12-28,-0.022235627615030725
2019-01-04,-0.0017466685121492775
2019-01-11,-0.0018673657191854158
2019-01-18,-0.004959676409905868
2019-01-25,0.003915693257990815
2019-02-01,0.0
2019-02-08,0.0
2019-02-22,-0.005347582518272378
2019-03-01,-0.002838016708312215
2019-03-08,0.007743660839141559
2019-03-15,-0.010237195305461454
2019-03-22,-0.009487137520308981
2019-03-29,-0.001989504207637671
2019-04-05,-0.010478373173519474
2019-04-12,-0.021709188727091374
2019-04-19,0.01710914573407201
2019-04-26,0.0030584226340552656
2019-05-03,-0.015236276009470357
2019-05-10,0.00950096558184177
2019-05-17,-0.0052531061789360175
2019-05-24,-0.010439441131219758
2019-05-31,0.005869370634639466
2019-06-07,-0.01566630449528789
2019-06-14,0.00014451731913870183
2019-06-21,0.006387729805435309
2019-06-28,0.01311137472865665
2019-07-05,0.002199842121547709
2019-07-12,0.027220448403411538
2019-07-19,-0.0005266037710815343
2019-07-26,-0.006387850664242922
2019-08-02,0.0038870461673733295
2019-08-09,0.007211390083925583
2019-08-23,-0.009637942073271307
2019-08-30,-0.008697553951292854
2019-09-06,0.04555544503260782
2019-09-13,0.015938034996794796
2019-09-20,0.007006298657695861
2019-09-27,-0.02042896787835658
2019-10-04,0.0030511660066973832
2019-10-11,-0.0028027293243296707
2019-10-18,0.023449749994917453
2019-10-25,-0.0025639360692860207
2019-11-01,0.011779859409927792
2019-11-08,-0.022293828013828232
2019-11-15,-0.04005045971309339
2019-11-22,-0.00420629242475188
2019-11-29,-0.007197958934155244
2019-12-06,0.0236003470353238
2019-12-13,-0.010025451459166642
2019-12-20,0.027678468998180356
2019-12-27,0.009839904919796695
2020-01-03,0.02273090217887378
2020-01-10,0.024853811858666384
2020-01-17,0.015546174096767283
2020-01-24,-0.03247706753617252
2020-01-31,0.009217816158183418
2020-02-07,0.004389732380145352
2020-02-14,0.00023011288002834857
2020-02-21,-0.027516756230971242
2020-02-28,-0.0016905446903728155
2020-03-06,-0.14268850183756712
2020-03-13,-0.027430451008043127
2020-03-20,-0.026405242662419733
2020-03-27,-0.007885870500791167
2020-04-03,0.007812782443931507
2020-04-10,0.009747046051030753
2020-04-17,-0.0056057703712712745
2020-04-24,-0.002486047598301227
2020-05-01,0.03328054346177714
2020-05-08,0.007320184575207764
2020-05-15,0.04415390577953508
2020-05-22,-0.001640257459699283
2020-05-29,0.014726663136318168
2020-06-05,-0.040108990884224
2020-06-12,-0.00511184662578306
2020-06-19,-0.012650785882152408
2020-06-26,0.0035529039522401973
2020-07-03,0.016539784152622507
2020-07-10,0.0026763120269327053
2020-07-17,-0.026824387302205835
2020-07-24,-0.015313336174605306
2020-07-31,0.013249205768406071
2020-08-07,-0.0035182024503570266
2020-08-14,0.0005846079047129461
2020-08-21,0.008438026340684312
2020-08-28,0.014979001856804314
