date,vol_scale
2014-10-10,1.0
2014-10-17,0.6645370957828852
2014-10-24,0.71932471197617
2014-10-31,0.5842179150652518
2014-11-07,0.5750239289691821
2014-11-14,0.7118159650958108
2014-11-21,0.853623565754179
2014-11-28,0.6184768473879154
2014-12-05,0.6147708537755904
2014-12-12,0.6957783105981276
2014-12-19,0.5086088350078612
2014-12-26,0.6061742039735665
2015-01-02,0.6849486000670254
2015-01-09,0.8651182057512246
2015-01-16,0.861101498953536
2015-01-23,1.0
2015-01-30,1.0
2015-02-06,1.0
2015-02-13,0.9827357026548047
2015-02-20,
2015-02-27,0.9915321240663488
2015-03-06,1.0
2015-03-13,1.0
2015-03-20,1.0
2015-03-27,1.0
2015-04-03,0.519816807564232
2015-04-10,0.6308985122393227
2015-04-17,0.7468333930795384
2015-04-24,0.8869558205382512
2015-05-01,0.9527154875717365
2015-05-08,0.9939452998420305
2015-05-15,0.8068135587033262
2015-05-22,0.8480511339454604
2015-05-29,0.7164844945272373
2015-06-05,0.9314283751851457
2015-06-12,0.7993983158005175
2015-06-19,0.9640790664138841
2015-06-26,1.0
2015-07-03,1.0
2015-07-10,0.8243537345719284
2015-07-17,0.9824230421293692
2015-07-24,1.0
2015-07-31,1.0
2015-08-07,1.0
2015-08-14,0.8184914782621112
2015-08-21,0.9366892397176708
2015-08-28,0.4727577530270822
2015-09-04,0.30695323674431096
2015-09-11,0.41120472251491286
2015-09-18,0.5084453710396356
2015-09-25,0.6587970857359344
2015-10-02,0.5375327459652028
2015-10-09,0.6481802905312336
2015-10-16,0.7805920818566259
2015-10-23,0.897005808172946
2015-10-30,1.0
2015-11-06,0.9692671240074667
2015-11-13,1.0
2015-11-20,1.0
2015-11-27,0.7960269871906734
2015-12-04,0.7214817700122595
2015-12-11,0.9860883032161939
2015-12-18,0.9136430153178042
2015-12-25,1.0
2016-01-01,0.8882071131550306
2016-01-08,0.8783685031048717
2016-01-15,0.8804210333006111
2016-01-22,0.7055863381599103
2016-01-29,0.6251866613444557
2016-02-05,0.6463327821831589
2016-02-12,
2016-02-19,0.800505583205521
2016-02-26,1.0
2016-03-04,1.0
2016-03-11,1.0
2016-03-18,0.9343925894155162
2016-03-25,1.0
2016-04-01,1.0
2016-04-08,0.89286415323751
2016-04-15,1.0
2016-04-22,0.8971111136812967
2016-04-29,0.9967159684471185
2016-05-06,1.0
2016-05-13,1.0
2016-05-20,1.0
2016-05-27,0.7230419301280491
2016-06-03,0.981138820708534
2016-06-10,1.0
2016-06-17,1.0
2016-06-24,1.0
2016-07-01,1.0
2016-07-08,0.9692254545540125
2016-07-15,0.9167923987355526
2016-07-22,0.8816236279538153
2016-07-29,0.8179504026754802
2016-08-05,0.9273666153521796
2016-08-12,0.8559777948089357
2016-08-19,0.8960906222177579
2016-08-26,1.0
2016-09-02,1.0
2016-09-09,1.0
2016-09-16,1.0
2016-09-23,0.9194895414467591
2016-09-30,0.9186408663207258
2016-10-07,1.0
2016-10-14,1.0
2016-10-21,1.0
2016-10-28,1.0
2016-11-04,1.0
2016-11-11,0.8981490151003886
2016-11-18,0.9289145334020767
2016-11-25,1.0
2016-12-02,0.925341393940247
2016-12-09,1.0
2016-12-16,1.0
2016-12-23,1.0
2016-12-30,1.0
2017-01-06,1.0
2017-01-13,1.0
2017-01-20,1.0
2017-01-27,1.0
2017-02-03,1.0
2017-02-10,1.0
2017-02-17,1.0
2017-02-24,1.0
2017-03-03,1.0
2017-03-10,1.0
2017-03-17,1.0
2017-03-24,1.0
2017-03-31,1.0
2017-04-07,1.0
2017-04-14,1.0
2017-04-21,1.0
2017-04-28,1.0
2017-05-05,1.0
2017-05-12,1.0
2017-05-19,1.0
2017-05-26,1.0
2017-06-02,0.900982002630692
2017-06-09,1.0
2017-06-16,1.0
2017-06-23,1.0
2017-06-30,1.0
2017-07-07,0.29545781058920073
2017-07-14,0.3981388042294968
2017-07-21,0.5044647351781344
2017-07-28,0.6767495338065626
2017-08-04,0.8689348033675021
2017-08-11,1.0
2017-08-18,1.0
2017-08-25,1.0
2017-09-01,1.0
2017-09-08,1.0
2017-09-15,1.0
2017-09-22,1.0
2017-09-29,1.0
2017-10-06,1.0
2017-10-13,1.0
2017-10-20,1.0
2017-10-27,1.0
2017-11-03,1.0
2017-11-10,1.0
2017-11-17,1.0
2017-11-24,1.0
2017-12-01,1.0
2017-12-08,0.6778258911077686
2017-12-15,0.7828381428625509
2017-12-22,0.9464440355726588
2017-12-29,1.0
2018-01-05,1.0
2018-01-12,1.0
2018-01-19,0.9087118019956966
2018-01-26,0.8429316882181621
2018-02-02,0.8202504804254898
2018-02-09,0.40218051989979714
2018-02-16,0.3543128261719275
2018-02-23,0.39488288772860486
2018-03-02,0.5217195382332607
2018-03-09,0.5584276891526366
2018-03-16,0.7227361790941884
2018-03-23,0.9616354994338828
2018-03-30,1.0
2018-04-06,1.0
2018-04-13,0.8326954752548129
2018-04-20,1.0
2018-04-27,0.6851194724802251
2018-05-04,0.7465092788942163
2018-05-11,0.5646327493510924
2018-05-18,0.5366918720080648
2018-05-25,0.4510444663534956
2018-06-01,0.3210718569690935
2018-06-08,0.43091242519284717
2018-06-15,0.4785397610014542
2018-06-22,0.2776696248852596
2018-06-29,0.35459151962566166
2018-07-06,0.3513241638321034
2018-07-13,0.4219788738282645
2018-07-20,0.4676152183012158
2018-07-27,0.549849742141048
2018-08-03,0.6723809846145669
2018-08-10,0.8969653182448427
2018-08-17,0.8612732043904019
2018-08-24,0.9178189177363458
2018-08-31,1.0
2018-09-07,1.0
2018-09-14,0.9204441056881784
2018-09-21,0.7235729839871874
2018-09-28,0.9573621408903659
2018-10-05,1.0
2018-10-12,0.5364507237715389
2018-10-19,0.5093167100392609
2018-10-26,0.6363585016085529
2018-11-02,0.43523415928635195
2018-11-09,0.5207936641786047
2018-11-16,0.6730941328110485
2018-11-23,0.5600143125826526
2018-11-30,0.7414912335786233
2018-12-07,0.5932994327273824
2018-12-14,0.755129941620277
2018-12-21,0.6483092193707336
2018-12-28,0.7000037273014146
2019-01-04,0.7898730694560965
2019-01-11,0.8317881819244262
2019-01-18,0.9434777153461928
2019-01-25,0.8359891851026297
2019-02-01,0.8983608400881881
2019-02-08,
2019-02-15,0.752137597452877
2019-02-22,1.0
2019-03-01,0.6529654854163948
2019-03-08,0.808561537598618
2019-03-15,0.9734898358895897
2019-03-22,1.0
2019-03-29,0.559099041714911
2019-04-05,0.6999947749053038
2019-04-12,0.9534560604797683
2019-04-19,1.0
2019-04-26,0.9089490607293614
2019-05-03,1.0
2019-05-10,0.888773629488805
2019-05-17,1.0
